Year,EMPLOYER_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,PHONE,FAX,CREATED_DATE,ACTIVE
2013,7801,"Ghafari Associates, LLC ","122 S. Michigan Avenue, Suite 1500",,Chicago,IL,60603,United States,312-857-2182,312-984-8248,02/01/2013,Y
2015,13221,GhFITLAB,1730 N. Western Avenue,,Chicago,IL,60647,United States,773-527-4961,,08/31/2015,Y
2015,6282,Ginsberg Jacobs LLC,300 S. Wacker Dr.,Suite 2750,Chicago,IL,60606,United States,312-660-9614,312-660-9612      ,10/10/2012,Y
2014,6282,Ginsberg Jacobs LLC,300 S. Wacker Dr.,Suite 2750,Chicago,IL,60606,United States,312-660-9614,312-660-9612      ,10/10/2012,Y
2013,6282,Ginsberg Jacobs LLC,300 S. Wacker Dr.,Suite 2750,Chicago,IL,60606,United States,312-660-9614,312-660-9612      ,10/10/2012,Y
2012,4200,Ginsberg Jacobs LLC,"300 S. Wacker Dr., Ste. 2450",,Chicago,IL,60606,United States,312-660-9614,312-660-9612      ,,Y
2012,4345,Ginsberg Jacobs LLC,"300 S. Wacker Dr., Ste. 2450",,Chicago,IL,60606,United States,312-660-9614,312-660-9612      ,,Y
2011,4345,Ginsberg Jacobs LLC,"300 S. Wacker Dr., Ste. 2450",,Chicago,IL,60606,United States,312-660-9614,312-660-9612      ,,Y
2013,4121,"Global Solutions Group, LLC",1024 N. Crosby St.,,Chicago,IL,60610,United States,312-404-9797,                 ,,Y
2012,4121,"Global Solutions Group, LLC",1024 N. Crosby St.,,Chicago,IL,60610,United States,312-404-9797,                 ,,Y
2011,4121,"Global Solutions Group, LLC",1024 N. Crosby St.,,Chicago,IL,60610,United States,312-404-9797,                 ,,Y
2012,4564,GlobalVia USA Corp.,1230 Avenue of the Americas,,New York,NY,10020,United States,917-639-4122,917-639-4005     ,,Y
2011,4564,GlobalVia USA Corp.,1230 Avenue of the Americas,,New York,NY,10020,United States,917-639-4122,917-639-4005     ,,Y
2015,4858,"Gold Coast Tickets, Ltd.",908 W. Madison,,Chicago,IL,60607,United States,312-644-6446,312-644-1426      ,,Y
2014,4858,"Gold Coast Tickets, Ltd.",908 W. Madison,,Chicago,IL,60607,United States,312-644-6446,312-644-1426      ,,Y
2013,4858,"Gold Coast Tickets, Ltd.",908 W. Madison,,Chicago,IL,60607,United States,312-644-6446,312-644-1426      ,,Y
2011,4858,"Gold Coast Tickets, Ltd.",908 W. Madison,,Chicago,IL,60607,United States,312-644-6446,312-644-1426      ,,Y
2015,9925,Goldman & Grant,205 W. Randolph St.,Ste 1100,Chicago,IL,60606,United States,312-781-8700,312-781-1177        ,01/02/2014,Y
2014,9925,Goldman & Grant,205 W. Randolph St.,Ste 1100,Chicago,IL,60606,United States,312-781-8700,312-781-1177        ,01/02/2014,Y
2013,4694,Goldman & Grant,205 W. Randolph St.,,Chicago,IL,60606,United States,312-781-8700,312-781-1177        ,,Y
2012,4694,Goldman & Grant,205 W. Randolph St.,,Chicago,IL,60606,United States,312-781-8700,312-781-1177        ,,Y
2011,4694,Goldman & Grant,205 W. Randolph St.,,Chicago,IL,60606,United States,312-781-8700,312-781-1177        ,,Y
2011,4804,Goldman & Grant,205 W. Randolph St.,,Chicago,IL,60606,United States,312-781-8700,312-781-1177       ,,Y
2012,4302,Goldman Sachs Asset Management LP,200 West St.,,New York,NY,10282,United States,212-902-1000,      ,,Y
2011,4302,Goldman Sachs Asset Management LP,200 West St.,,New York,NY,10282,United States,212-902-1000,      ,,Y
2015,7545,"Goldman Sachs Asset Management, L.P.",200 West Street,,New York,NY,10282,United States,(212) 902-1000,,01/20/2013,Y
2014,7545,"Goldman Sachs Asset Management, L.P.",200 West Street,,New York,NY,10282,United States,(212) 902-1000,,01/20/2013,Y
2013,7545,"Goldman Sachs Asset Management, L.P.",200 West Street,,New York,NY,10282,United States,(212) 902-1000,,01/20/2013,Y
2014,11301,"Goldman Sachs Asset Management, L.P. ",200 West Street,,New York ,NY,10282,United States,212-902-1000,,06/25/2014,Y
2015,7546,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,(212) 902-1000,,01/20/2013,Y
2014,4786,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,212-902-1000,      ,,Y
2013,4713,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,212-902-1000,         ,,Y
2013,4786,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,212-902-1000,      ,,Y
2013,7546,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,(212) 902-1000,,01/20/2013,Y
2012,4226,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,212-902-1000,         ,,Y
2012,4392,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,212-902-1000,      ,,Y
2012,4549,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,212-902-1000,         ,,Y
2012,4713,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,212-902-1000,         ,,Y
2011,4226,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,212-902-1000,         ,,Y
2011,4392,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,212-902-1000,      ,,Y
2011,4549,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,212-902-1000,         ,,Y
2011,4713,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,212-902-1000,         ,,Y
2011,4786,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,212-902-1000,      ,,Y
2015,10661,Gonzalez Saggio & Harlan LLP,180 N. Stetson Ave,Ste. 4425,Chicago,IL,60601,United States,312-236-0475,312-236-1750,03/07/2014,Y
2014,10661,Gonzalez Saggio & Harlan LLP,180 N. Stetson Ave,Ste. 4425,Chicago,IL,60601,United States,312-236-0475,312-236-1750,03/07/2014,Y
2015,11141,"Gonzalez, Saggio & Harlan, LLP",180 N. Stetson Ave.,Suite 4425,Chicago,IL,60601,United States,832-647-3203,713-513-5530,05/01/2014,Y
2014,11141,"Gonzalez, Saggio & Harlan, LLP",180 N. Stetson Ave.,Suite 4425,Chicago,IL,60601,United States,832-647-3203,713-513-5530,05/01/2014,Y
2015,5361,Google Inc.,1600 Amphitheatre Parkway,,Mountain View,CA,94043,United States,(415) 389-6800,(415) 388-6874,06/27/2012,Y
2014,5361,Google Inc.,1600 Amphitheatre Parkway,,Mountain View,CA,94043,United States,(415) 389-6800,(415) 388-6874,06/27/2012,Y
2013,5361,Google Inc.,1600 Amphitheatre Parkway,,Mountain View,CA,94043,United States,(415) 389-6800,(415) 388-6874,06/27/2012,Y
2012,5361,Google Inc.,1600 Amphitheatre Parkway,,Mountain View,CA,94043,United States,(415) 389-6800,(415) 388-6874,06/27/2012,Y
2014,4166,"Governmental - Business Consulting Group, LLC","200 S. Michigan Ave., Ste. 1100",,Chicago,IL,60604,United States,312-372-4000,312-939-5617      ,,Y
2012,4166,"Governmental - Business Consulting Group, LLC","200 S. Michigan Ave., Ste. 1100",,Chicago,IL,60604,United States,312-372-4000,312-939-5617      ,,Y
2011,4166,"Governmental - Business Consulting Group, LLC","200 S. Michigan Ave., Ste. 1100",,Chicago,IL,60604,United States,312-372-4000,312-939-5617      ,,Y
2012,4439,"Governmental Business Consulting Group, LLC","200 S. Michigan Ave., Ste. 1100",,Chicago,IL,60604,United States,312-372-4000,312-939-5617      ,,Y
2011,4439,"Governmental Business Consulting Group, LLC","200 S. Michigan Ave., Ste. 1100",,Chicago,IL,60604,United States,312-372-4000,312-939-5617      ,,Y
2015,7549,"Governmental-Business Consulting Group, LLC",200 S Michigan Avenue,Suite 1100,Chicago,IL,60604,United States,31,,01/21/2013,Y
2013,7549,"Governmental-Business Consulting Group, LLC",200 S Michigan Avenue,Suite 1100,Chicago,IL,60604,United States,31,,01/21/2013,Y
2013,4153,Governmental Consulting Solutions,420 W. Capitol #1,,Springfield,IL,62704,United States,217-528-9120,217-544-4026       ,,Y
2012,4153,Governmental Consulting Solutions,420 W. Capitol #1,,Springfield,IL,62704,United States,217-528-9120,217-544-4026       ,,Y
2011,4153,Governmental Consulting Solutions,420 W. Capitol #1,,Springfield,IL,62704,United States,217-528-9120,217-544-4026       ,,Y
2015,5641,"Government Consulting Services of Illinois, LLC",70 W Madison,Ste. 1600,Chicago,IL,60602,United States,312-696-1925,312-696-4225,08/07/2012,Y
2014,5641,"Government Consulting Services of Illinois, LLC",70 W Madison,Ste. 1600,Chicago,IL,60602,United States,312-696-1925,312-696-4225,08/07/2012,Y
2013,7551,"Government Consulting Services of Illinois, LLC",70 W.Madison St,Suite 1600,Chicago,IL,60602,United States,312-927-8840,312-696-4225,01/21/2013,Y
2012,5641,"Government Consulting Services of Illinois, LLC",70 W Madison,Ste. 1600,Chicago,IL,60602,United States,312-696-1925,312-696-4225,08/07/2012,Y
2011,4931,Government Liaison Services Inc,24 Romiga Lane,,Palos Park,IL,60464,United States,708-671-1711, 708-448-726      ,,Y
2013,6161,Government Navigation Group,320 W. Ohio,Ste 501,Chicago,IL,60654,United States,312-654-3000,312-654-3003     ,09/26/2012,Y
2012,6161,Government Navigation Group,320 W. Ohio,Ste 501,Chicago,IL,60654,United States,312-654-3000,312-654-3003     ,09/26/2012,Y
2015,10961,"Government Navigation Group, Inc","213 W Institute Place, Suite 404",,Chicago,IL,60610,United States,312-654-3000,312-654-3003     ,04/06/2014,Y
2014,4342,"Government Navigation Group, Inc","320 W. Ohio, Ste. 501",,Chicago,IL,60610,United States,312-654-3000,312-654-3003     ,,Y
2014,10961,"Government Navigation Group, Inc","213 W Institute Place, Suite 404",,Chicago,IL,60610,United States,312-654-3000,312-654-3003     ,04/06/2014,Y
,5761,Great-Karma.com,"445 Park Avenue, 9th Floor",,New York,NY,10022,United States,212-535-8600,,08/18/2012,Y
2013,4449,"Greenberg Traurig, LLP",200 Park Avenue,,New York,NY,10166,United States,212-801-9200,212-801-6400      ,,Y
2012,4449,"Greenberg Traurig, LLP",200 Park Avenue,,New York,NY,10166,United States,212-801-9200,212-801-6400      ,,Y
2011,4449,"Greenberg Traurig, LLP",200 Park Avenue,,New York,NY,10166,United States,212-801-9200,212-801-6400      ,,Y
2014,10286,Greendustries Corp.,851 W Palatine Rd,,Wheeling,IL,60090,United States,608-219-6814,608-277-1001       ,01/17/2014,Y
2013,4156,Greendustries Corp.,851 W Palatine Rd,,Wheeling,IL,60090,United States,608-219-6814,847-325-4665       ,,Y
2012,4156,Greendustries Corp.,851 W Palatine Rd,,Wheeling,IL,60090,United States,608-219-6814,847-325-4665       ,,Y
2011,4156,Greendustries Corp.,851 W Palatine Rd,,Wheeling,IL,60090,United States,608-219-6814,847-325-4665       ,,Y
2015,12921,G&R Public Law and Strategies,"20 South Clark Street, Suite 1620",,Chicago,IL,60603,United States,3125085589,,07/07/2015,Y
,12901,G&R Public Law and Strategies,"20 South Clark, Suite 1620",,Chicago,IL,60603,United States,3125085589,,07/06/2015,Y
2015,11281,Hamilton Thies & Lorch LLP,200 S. Wacker Dr.,Ste. 3800,Chicago,IL,60606,United States,312-650-8667,312-650-8651,06/24/2014,Y
2014,11281,Hamilton Thies & Lorch LLP,200 S. Wacker Dr.,Ste. 3800,Chicago,IL,60606,United States,312-650-8667,312-650-8651,06/24/2014,Y
2014,10101,Harbour Contractors Inc,215 west main st.,,Plainfield,IL,60544,United States,8152545500,,01/10/2014,Y
2011,4780,Harris Bank,111 W. Monroe St.,,Chicago,IL,60603,United States,312-461-2743,312-293-4702      ,,Y
2011,4839,Harris N.A.,111 W. Monroe St.,,Chicago,IL,60603,United States,312-461-2121,630-889-3866      ,,Y
2011,4843,Harris N.A.,"111 W. Monroe, 12C",,Chicago,IL,60603,United States,312-461-3295,312-293-5811      ,,Y
2011,4923,Harris N.A.,111 W. Monroe St.,,Chicago,IL,60603,United States,312-461-2121,630-889-3866      ,,Y
,5062,Harrison Hydragen LTD,14233 West Road,,Houston,TX,77041,United States,2818074420,2818074815,05/22/2012,Y
2015,4175,Harvestons Securities Inc,"8301 E Prentice Ave., Ste. 305",,Green Wood Village,CO,80111,United States,303-832-8887,303-832-888   ,,Y
2015,12080,Harvestons Securities Inc,8301 E Prentice Ave,Ste. 305,Greenwood Village,CO,80111,United States,303-832-8887,303-832-8882,01/15/2015,Y
2014,4175,Harvestons Securities Inc,"8301 E Prentice Ave., Ste. 305",,Green Wood Village,CO,80111,United States,303-832-8887,303-832-888   ,,Y
2013,4175,Harvestons Securities Inc,"8301 E Prentice Ave., Ste. 305",,Green Wood Village,CO,80111,United States,303-832-8887,303-832-888   ,,Y
2012,4172,Harvestons Securities Inc,"8301 E Prentice Ave., Ste. 305",,Green Wood Village,CO,80111,United States,303-832-8887, 303-832-888   ,,Y
2012,4175,Harvestons Securities Inc,"8301 E Prentice Ave., Ste. 305",,Green Wood Village,CO,80111,United States,303-832-8887,303-832-888   ,,Y
2013,5301,Helen Shiller,1248 W Carmen,,Chicago,IL,60640,United States,773-710-1375,,06/22/2012,Y
2012,5301,Helen Shiller,1248 W Carmen,,Chicago,IL,60640,United States,773-710-1375,,06/22/2012,Y
,9461,Hillard Heintze LLC,"30 S. Wacker Dr., Suite 1730",,Chicago,IL,60606,United States,312-229-9805,,10/02/2013,Y
2015,7831,"Hillard Heintze, LLC",30 S. Wacker Dr.,Ste 1400,Chicago,IL,60606,United States,312-869-8500,312-869-8508      ,02/07/2013,Y
2014,7831,"Hillard Heintze, LLC",30 S. Wacker Dr.,Ste 1400,Chicago,IL,60606,United States,312-869-8500,312-869-8508      ,02/07/2013,Y
2013,7831,"Hillard Heintze, LLC",30 S. Wacker Dr.,Ste 1400,Chicago,IL,60606,United States,312-869-8500,312-869-8508      ,02/07/2013,Y
2012,4686,"Hillard Heintze, LLC","10 S. Wacker Dr, #1125",,Chicago,IL,60606,United States,312-869-8500,312-869-8508      ,,Y
2011,4686,"Hillard Heintze, LLC","10 S. Wacker Dr, #1125",,Chicago,IL,60606,United States,312-869-8500,312-869-8508      ,,Y
2012,4346,"Hill & Knowlton, Inc","222 Merchandise Mart Plaza, Ste. 275",,Chicago,IL,60654,United States,312-255-1200,312-255-3030       ,,Y
2011,4346,"Hill & Knowlton, Inc","222 Merchandise Mart Plaza, Ste. 275",,Chicago,IL,60654,United States,312-255-1200,312-255-3030       ,,Y
2013,7525,Hill + Knowlton Strategies,222 Merchandise Mart Plaza,Suite 275,Chicago,IL,60654,United States,312-255-3133,312-255-3030,01/18/2013,Y
2014,7923,Hinshaw& Culbertson LLP,"222 N. LaSalle St., Ste. 300",,Chicago,IL,60601,United States,312-704-3484,312-704-3001     ,02/26/2013,Y
2013,7923,Hinshaw& Culbertson LLP,"222 N. LaSalle St., Ste. 300",,Chicago,IL,60601,United States,312-704-3484,312-704-3001     ,02/26/2013,Y
2012,4224,Hinshaw& Culbertson LLP,"222 N. LaSalle St., Ste. 300",,Chicago,IL,60601,United States,312-704-3000,312-704-3001     ,,Y
2011,4224,Hinshaw& Culbertson LLP,"222 N. LaSalle St., Ste. 300",,Chicago,IL,60601,United States,312-704-3000,312-704-3001     ,,Y
2011,4811,Hinshaw& Culbertson LLP,"4343 Commerce Ct., Ste 415",,Lisle,IL,60532,United States,630-505-4167,630-505-0959  ,,Y
2013,4469,Hispanic American Construction Industry Assoc. (HACIA),"901 W. Jackson, Ste. 205",,Chicago,IL,60607,United States,312-666-5910,312-666-5692     ,,Y
2012,4469,Hispanic American Construction Industry Assoc. (HACIA),"901 W. Jackson, Ste. 205",,Chicago,IL,60607,United States,312-666-5910,312-666-5692     ,,Y
2011,4469,Hispanic American Construction Industry Assoc. (HACIA),"901 W. Jackson, Ste. 205",,Chicago,IL,60607,United States,312-666-5910,312-666-5692     ,,Y
2015,12108,Hispanic American Construction Industry Association,650 West Lake Street ,Suite 415,Chicago,IL,60661,United States,312-575-0389,,01/22/2015,Y
2015,10278,HISPANIC AMERICAN CONSTRUCTION INDUSTRY ASSOCIATION ( HACIA ),"650  W. Lake , Ste. 415",,Chicago,IL,60661,United States,312-575-0389,,01/17/2014,Y
2014,10278,HISPANIC AMERICAN CONSTRUCTION INDUSTRY ASSOCIATION ( HACIA ),"650  W. Lake , Ste. 415",,Chicago,IL,60661,United States,312-575-0389,,01/17/2014,Y
2011,4938,HNTB Corp.,111 N. Canal St.,,Chicago,IL,60606,United States,312-930-9119,312-930-9063      ,,Y
2014,4874,"Holland & Knight, LLP","131 S. Dearborn St., Ste. 3000",,Chicago,IL,60603,United States,312-263-3600,312-578-6666   ,,Y
2011,4874,"Holland & Knight, LLP","131 S. Dearborn St., Ste. 3000",,Chicago,IL,60603,United States,312-263-3600,312-578-6666   ,,Y
,9761,Hollenbeck Strategies Inc,662 W Irving Park Rd,,Chicago,IL,60613,United States,312-810-3023,773-477-7715,12/04/2013,Y
2015,10065,"Hoogendoorn & Talbot, LLP",122 South Michigan Avenue,Suite 1220,Chicago,IL,60603-6263,United States,312-513-7524,312-786-0708,01/09/2014,Y
2014,10065,"Hoogendoorn & Talbot, LLP",122 South Michigan Avenue,Suite 1220,Chicago,IL,60603-6263,United States,312-513-7524,312-786-0708,01/09/2014,Y
2013,9661,"Hoogendoorn & Talbot, LLP",122 South Michigan Avenue,Suite 1220,C,IL,60603-6263,United States,312-513-7524,312-786-0708,11/08/2013,Y
2015,10206,Hospitality Business Association of Chicago,3023 N Clark Street,#276,Chicago,IL,60657,United States,312-494-5880,312-264-0856 ,01/15/2014,Y
2014,10206,Hospitality Business Association of Chicago,3023 N Clark Street,#276,Chicago,IL,60657,United States,312-494-5880,312-264-0856 ,01/15/2014,Y
2013,7841,Hospitality Business Association of Chicago,1101 W Fulton Market STE 3,,Chicago,IL,60607,United States,312-494-5880,312-264-0782,02/11/2013,Y
2012,4586,Hospitality Business Assoc. of Chicago,"1101 W. Fulton, Ste 3",,Chicago,IL,60607,United States,312-494-5880,   ,,Y
2015,11901,Howard Piggee,215 W. Superior Street,Suite 300,Chicago,IL,60654,United States,3126140887,3127894440,12/02/2014,Y
2014,11901,Howard Piggee,215 W. Superior Street,Suite 300,Chicago,IL,60654,United States,3126140887,3127894440,12/02/2014,Y
2014,8562,Hubbard Inn LLC,110 W Hubbard,,Chicago,IL,60654,United States,312-222-1551,,06/07/2013,Y
2013,8562,Hubbard Inn LLC,110 W Hubbard,,Chicago,IL,60654,United States,312-222-1551,,06/07/2013,Y
2012,5921,"Hubb Systems, LLC",2021 Challenger Dr,,Alameda,CA,94501,United States,510-865-9100,510-865-9090,09/05/2012,Y
2012,5861,Hui Gao,1134 W Granville Ave. Apt.608,,Chicago,IL,60660,United States,3123767788,,08/29/2012,Y
,6921,Hutchinson Shockey Erley & Co.,222 W. Adams Street,Suite 1700,Chicago,IL,60606,United States,3124431569,,01/03/2013,Y
2015,10207,"Hynes Law Offices, LLC",55 W Monroe St,Ste. 990,Chicago,IL,60603,United States,312-878-3833,312-419-9330       ,01/15/2014,Y
2014,10207,"Hynes Law Offices, LLC",55 W Monroe St,Ste. 990,Chicago,IL,60603,United States,312-878-3833,312-419-9330       ,01/15/2014,Y
2013,7521,"Hynes Law Offices, LLC","30 N. LaSalle St., Ste. 1410",,Chicago,IL,60602,United States,312-878-3833,312-419-9330       ,01/18/2013,Y
2012,4461,"Hynes Law Offices, LLC","30 N. LaSalle St., Ste. 1410",,Chicago,IL,60602,United States,312-878-3834,312-419-9330       ,,Y
2011,4461,"Hynes Law Offices, LLC","30 N. LaSalle St., Ste. 1410",,Chicago,IL,60602,United States,312-878-3834,312-419-9330       ,,Y
2015,4669,Iberl Management Corp,1856 W. Pershing Rd,,Chicago,IL,60609,United States,773-523-3347,773-523-2776      ,,Y
2015,12063,IBERL MANAGEMENT CORP,194 MICHAEL JOHN DRIVE,,PARK RIDGE,IL,60068,United States,8478679555,8473759909,01/09/2015,Y
2014,4669,Iberl Management Corp,1856 W. Pershing Rd,,Chicago,IL,60609,United States,773-523-3347,773-523-2776      ,,Y
2013,4669,Iberl Management Corp,1856 W. Pershing Rd,,Chicago,IL,60609,United States,773-523-3347,773-523-2776      ,,Y
2012,4669,Iberl Management Corp,1856 W. Pershing Rd,,Chicago,IL,60609,United States,773-523-3347,773-523-2776      ,,Y
2011,4669,Iberl Management Corp,1856 W. Pershing Rd,,Chicago,IL,60609,United States,773-523-3347,773-523-2776      ,,Y
2015,12201,"iHeartMedia, Inc., Clear Channel Outdoor, and Affiliated Entities",4000 South Morgan Street,,Chicago,IL,60609,United States,773-843-2001,,02/23/2015,Y
2015,12202,"iHeartMedia, Inc., Clear Channel Outdoor, and Affiliated Entities",4000 South Morgan Street,,Chicago,IL,60609,United States,773-843-2001,,02/23/2015,Y
2015,12059,Illinois Association of REALTORS,PO BOX 19451,,Springfield,IL,62794,United States,312-214-5517,,01/07/2015,Y
,11961,Illinois Association of REALTORS,PO BOX 19451,,Springfield,IL,62794,United States,312-214-5517,,12/12/2014,Y
2012,4688,Illinois Bankers Assoc.,"194 E. Delaware Place, #500",,Chicago,IL,60611,United States,312-347-3400,312-922-0158       ,,Y
2011,4688,Illinois Bankers Assoc.,"194 E. Delaware Place, #500",,Chicago,IL,60611,United States,312-347-3400,312-922-0158       ,,Y
